Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Proceed_ReRecord""))",Chrome 118.0.0.0,,,2023-10-31 17:12:30,2023-10-31 17:12:30,0.509s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/txt_p3_Expectations_From_Companion""), 0)",Chrome 118.0.0.0,,,2023-10-31 17:12:30,2023-10-31 17:12:31,0.422s,PASSED
delay(40),Chrome 118.0.0.0,,,2023-10-31 17:12:31,2023-10-31 17:13:11,40.015s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 118.0.0.0,,,2023-10-31 17:13:11,2023-10-31 17:13:42,31.686s,PASSED
delay(5),Chrome 118.0.0.0,,,2023-10-31 17:13:42,2023-10-31 17:13:47,5.005s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), NewProfile)",Chrome 118.0.0.0,,,2023-10-31 17:13:47,2023-10-31 17:13:48,1.137s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/btn_Next""), 0)",Chrome 118.0.0.0,,,2023-10-31 17:13:48,2023-10-31 17:13:49,0.379s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_Next""))",Chrome 118.0.0.0,,,2023-10-31 17:13:49,2023-10-31 17:13:49,0.399s,PASSED
delay(12),Chrome 118.0.0.0,,,2023-10-31 17:13:49,2023-10-31 17:14:01,12.006s,PASSED
"scrollToElement(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Save_n_Continue""), 0)",Chrome 118.0.0.0,,,2023-10-31 17:14:01,2023-10-31 17:14:20,18.518s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Save_n_Continue""))",Chrome 118.0.0.0,,,2023-10-31 17:14:20,2023-10-31 17:14:20,0.415s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 118.0.0.0,,,2023-10-31 17:14:20,2023-10-31 17:14:23,3.287s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-31 17:14:23,2023-10-31 17:14:24,0.678s,PASSED
,,,,,,,
Test Cases/Senior_ReCreate_Profile_Type,Chrome 118.0.0.0,,,2023-10-31 17:14:24,2023-10-31 17:16:26,2m - 2.052s,PASSED
"openBrowser(""https://caring-connections-qa.azurewebsites.net/"")",Chrome 118.0.0.0,,,2023-10-31 17:14:24,2023-10-31 17:14:27,3.144s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-10-31 17:14:27,2023-10-31 17:14:27,0.146s,PASSED
"setText(findTestObject(""Login_Page/Login_Page_Objects/Input_Username""), UserName)",Chrome 118.0.0.0,,,2023-10-31 17:14:27,2023-10-31 17:14:28,0.755s,PASSED
"selectOptionByValue(findTestObject(""Login_Page/Login_Page_Objects/Select_Role""), Role, false)",Chrome 118.0.0.0,,,2023-10-31 17:14:28,2023-10-31 17:14:29,0.690s,PASSED
"setText(findTestObject(""Login_Page/Login_Page_Objects/Input_Email""), Email)",Chrome 118.0.0.0,,,2023-10-31 17:14:29,2023-10-31 17:14:30,0.687s,PASSED
"click(findTestObject(""Login_Page/Login_Page_Objects/btn_Get Started""))",Chrome 118.0.0.0,,,2023-10-31 17:14:30,2023-10-31 17:14:30,0.341s,PASSED
"scrollToElement(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Save_n_Continue""), 0)",Chrome 118.0.0.0,,,2023-10-31 17:14:30,2023-10-31 17:14:32,2.179s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""))",Chrome 118.0.0.0,,,2023-10-31 17:14:32,2023-10-31 17:14:34,2.416s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Proceed_ReRecord""))",Chrome 118.0.0.0,,,2023-10-31 17:14:34,2023-10-31 17:14:35,0.532s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/txt_p3_Expectations_From_Companion""), 0)",Chrome 118.0.0.0,,,2023-10-31 17:14:35,2023-10-31 17:14:35,0.487s,PASSED
delay(40),Chrome 118.0.0.0,,,2023-10-31 17:14:35,2023-10-31 17:15:16,40.017s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_I_Want_To_Type""))",Chrome 118.0.0.0,,,2023-10-31 17:15:16,2023-10-31 17:15:47,31.394s,PASSED
delay(5),Chrome 118.0.0.0,,,2023-10-31 17:15:47,2023-10-31 17:15:52,5.013s,PASSED
"setText(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/Input_I_Want_To_Type""), NewProfile)",Chrome 118.0.0.0,,,2023-10-31 17:15:52,2023-10-31 17:15:53,0.948s,PASSED
"scrollToElement(findTestObject(""Object Repository/Profile_Creation_Page/Profile_Creation_Page_Objects/btn_Next""), 0)",Chrome 118.0.0.0,,,2023-10-31 17:15:53,2023-10-31 17:15:53,0.347s,PASSED
"click(findTestObject(""Profile_Creation_Page/Profile_Creation_Page_Objects/btn_Next""))",Chrome 118.0.0.0,,,2023-10-31 17:15:53,2023-10-31 17:15:54,0.370s,PASSED
delay(12),Chrome 118.0.0.0,,,2023-10-31 17:15:54,2023-10-31 17:16:06,12.005s,PASSED
"scrollToElement(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Save_n_Continue""), 0)",Chrome 118.0.0.0,,,2023-10-31 17:16:06,2023-10-31 17:16:22,16.595s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Save_n_Continue""))",Chrome 118.0.0.0,,,2023-10-31 17:16:22,2023-10-31 17:16:23,0.366s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 118.0.0.0,,,2023-10-31 17:16:23,2023-10-31 17:16:25,2.927s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-31 17:16:25,2023-10-31 17:16:26,0.677s,PASSED
